product_name,code_country,pnns_groups_1,pnns_groups_2,nutrition-score-uk_100g,nutrition-score-fr_100g,sodium_100g,salt_100g,proteins_100g,energy_100g,saturated-fat_100g,sugars_100g,fat_100g,carbohydrates_100g
"Neufchâtel au lait cru (25,4% MG)",FRA,Milk and dairy products,Cheese,20.0,15.0,0.708661417322835,1.8,16.6,1229.0,18.0,0.4,25.4,0.4
La sauce au Roquefort,FRA,Fat and sauces,Dressings and sauces,16.0,16.0,0.47244094488189003,1.2,7.0,699.0,10.0,3.0,14.0,3.0
"Salakis, 100% Brebis ",FRA,Milk and dairy products,Cheese,23.0,18.0,1.10236220472441,2.8,15.7,1138.0,16.2,0.8,22.9,0.8
-25% de Sel (23% MG),FRA,Milk and dairy products,Cheese,20.0,15.0,0.708661417322835,1.8,15.7,1132.0,16.3,0.8,23.0,0.8
Camembert de Normandie (22% MG),FRA,Milk and dairy products,Cheese,20.0,15.0,0.688976377952756,1.75,20.0,1154.0,14.0,0.0,22.0,0.0
"Roquefort (31,7% MG)",FRA,Milk and dairy products,Cheese,24.0,19.0,1.4566929133858302,3.7,19.0,1496.0,22.5,0.0,31.7,0.0
Bleu Plaisir (31% MG),FRA,Milk and dairy products,Cheese,19.0,14.0,0.5118110236220471,1.3,17.0,1469.0,21.4,1.0,31.0,1.0
"100 % Brebis (22,9 % MG)",FRA,Milk and dairy products,Cheese,23.0,18.0,1.08,2.7432,15.7,1126.0,16.2,0.8,22.9,0.8
"Roq'Croque (8 Tranches) - (17,5 % MG)",FRA,Milk and dairy products,Cheese,22.0,17.0,1.2992125984252,3.3,12.5,937.0,12.4,4.5,17.5,4.5
À saupoudrer (38% MG),FRA,Milk and dairy products,Cheese,25.0,20.0,2.48031496062992,6.3,29.0,1899.0,27.0,0.0,38.0,0.0
Ossau-Iraty,FRA,unknown,unknown,22.0,22.0,0.708661417322835,1.8,22.9,1706.0,25.5,0.2,35.5,0.2
Le Viennois Création Chocolat,FRA,Milk and dairy products,Dairy desserts,6.0,6.0,0.0511811023622047,0.13,3.2,669.0,4.8,16.8,7.4,19.5
Le Viennois Chocolat (Offre Eco),FRA,Milk and dairy products,Dairy desserts,9.0,9.0,0.047244094488189003,0.12,3.1,679.0,5.6,15.7,8.5,18.2
"Le Viennois (4 Chocolat, 4 Café)",FRA,Milk and dairy products,Dairy desserts,9.0,9.0,0.0551181102362205,0.14,2.9,675.0,5.6,15.8,8.4,18.3
Le Yaourt à la Fraise (4 Pots),FRA,Milk and dairy products,Milk and yogurt,3.0,3.0,0.047244094488189003,0.12,3.1,406.0,2.0,13.5,3.0,13.6
le yaourt au citron,FRA,Milk and dairy products,Milk and yogurt,3.0,3.0,0.047244094488189003,0.12,3.1,408.0,2.0,13.5,3.0,13.6
Le Viennois (Compote Pomme Fraise),FRA,Milk and dairy products,Dairy desserts,8.0,8.0,0.0196850393700787,0.05,1.0,646.0,4.4,19.9,6.8,21.5
Le Petit Pot de Crème au Café (4 Pots) ,FRA,Milk and dairy products,Dairy desserts,11.0,11.0,0.078740157480315,0.2,4.7,834.0,6.4,17.5,10.7,20.9
Le Petit Pot de Crème au Chocolat (8 Pots),FRA,Milk and dairy products,Dairy desserts,9.0,9.0,0.062992125984252,0.16,4.7,743.0,5.5,18.1,8.9,18.6
"Neige de lait, Fraise (4 Pots)",FRA,Milk and dairy products,Dairy desserts,5.0,5.0,0.0511811023622047,0.13,4.1,555.0,4.4,13.3,6.8,13.6
Le Yaourt à la Grecque (à la pulpe de citron),FRA,Milk and dairy products,Milk and yogurt,7.0,7.0,0.0393700787401575,0.1,2.6,564.0,4.6,14.2,6.9,14.8
Yaourt nature brassé,FRA,Milk and dairy products,Milk and yogurt,1.0,1.0,0.0669291338582677,0.17,4.4,300.0,2.5,4.7,3.8,5.1
Le Petit Pot de Crème au Caramel (Offre Découverte) 4 Pots,FRA,Milk and dairy products,Dairy desserts,8.0,8.0,0.118110236220472,0.3,4.4,769.0,5.0,17.7,8.8,21.4
"Neige de lait, Noix de Coco (4 Pots)",FRA,Milk and dairy products,Dairy desserts,5.0,5.0,0.0551181102362205,0.14,4.2,547.0,4.4,13.1,6.6,13.7
Riz au lait Rhum Raisins,FRA,unknown,unknown,5.0,5.0,0.0669291338582677,0.17,2.5,578.0,2.1,15.5,3.1,24.4
Le Viennois chocolat,FRA,Milk and dairy products,Dairy desserts,9.0,9.0,0.047244094488189003,0.12,3.1,679.0,5.6,15.7,8.5,18.2
Viennois au chocolat,FRA,Milk and dairy products,Milk and yogurt,8.0,8.0,0.0511811023622047,0.13,3.2,690.0,5.6,16.4,8.4,18.6
After Eight Mousse,FRA,Milk and dairy products,Dairy desserts,12.0,12.0,0.0708661417322835,0.18,4.2,743.0,6.7,20.1,8.6,20.6
Mousse de Viennois (4 Chocolat) Offre Eco,FRA,Milk and dairy products,Dairy desserts,12.0,12.0,0.0551181102362205,0.14,3.7,792.0,7.2,17.4,10.8,19.3
Riz au lait (Rhum Raisin),FRA,Milk and dairy products,Dairy desserts,5.0,5.0,0.07,0.1778,2.5,573.0,2.1,15.5,3.1,24.4
Feuilleté de Mousse Chocolat (4 Pots),FRA,Milk and dairy products,Dairy desserts,12.0,12.0,0.0702,0.17800000000000002,5.09,970.0,9.12,18.2,14.0,20.5
Feuilleté de Mousse Vanille (4 Pots),FRA,Milk and dairy products,Dairy desserts,13.0,13.0,0.0826771653543307,0.21,4.3,924.0,9.5,15.7,14.5,17.9
Secret de Mousse Chocolat au lait (4 Pots) Offre Eco,FRA,Milk and dairy products,Dairy desserts,7.0,7.0,0.078740157480315,0.2,4.6,755.0,4.7,21.9,7.1,23.5
Clafoutis aux Abricots (4 Pots),FRA,unknown,unknown,12.0,12.0,0.0748031496062992,0.19,5.0,975.0,5.6,25.9,9.6,31.4
"Ferme et Fondant, saveur Crème Brûlée (1,2 % MG) 4 Pots",FRA,Milk and dairy products,Milk and yogurt,-2.0,-2.0,0.078740157480315,0.2,3.6,318.0,0.8,9.9,1.3,11.4
"Ferme et Fondant, Chocolat (1,3 % MG) 8 Pots",FRA,Milk and dairy products,Dairy desserts,1.0,1.0,0.078740157480315,0.2,4.1,344.0,0.8,10.0,1.3,11.9
Secret de Mousse Framboise Sauce Mûre (4 Pots),FRA,Milk and dairy products,Dairy desserts,7.0,7.0,0.19,0.4826,3.7,525.0,3.2,15.4,4.6,16.4
Ferme & Fondant Saveur Praliné Façon Rocher (1 % MG) 4 Pots,FRA,Milk and dairy products,Milk and yogurt,-3.0,-3.0,0.0748031496062992,0.19,3.6,297.0,0.6,9.0,1.0,10.6
Nesquik Go!!,FRA,Milk and dairy products,Dairy desserts,3.0,3.0,0.118110236220472,0.3,4.0,474.0,1.8,15.7,2.8,17.5
Le Viennois Saveur Fraise ,FRA,Milk and dairy products,Dairy desserts,8.0,8.0,0.0393700787401575,0.1,2.8,651.0,5.1,16.3,7.7,18.6
"Ferme et Fondant (0 % MG, 0 % de Sucres ajoutés), Saveur Framboise (4 Pots)",FRA,Milk and dairy products,Milk and yogurt,-2.0,-2.0,0.062992125984252,0.16,4.4,159.0,0.0,4.3,0.1,4.7
Secret de Mousse Citron (4 Pots),FRA,Milk and dairy products,Dairy desserts,6.0,6.0,0.110236220472441,0.28,3.7,549.0,3.3,17.3,4.7,17.7
Feuilleté de Mousse Menthe (4 Pots),FRA,Milk and dairy products,Dairy desserts,14.0,14.0,0.0483,0.12300000000000001,4.21,984.0,11.4,17.5,16.0,18.1
"Yaourts Pâtissiers, Citron Façon Tarte (4 Pots)",FRA,Milk and dairy products,Milk and yogurt,4.0,4.0,0.0551181102362205,0.14,3.8,530.0,2.1,14.9,3.3,19.3
"Yaourts Pâtissiers, Fruits Rouges Façon Tarte (4 Pots)",FRA,Milk and dairy products,Milk and yogurt,3.0,3.0,0.0551181102362205,0.14,3.8,519.0,1.7,15.1,2.8,19.9
"Recette d'abricot, Touche de Gingembre (0 % MG) 4 Pots",FRA,Milk and dairy products,Milk and yogurt,-1.0,-1.0,0.07,0.1778,4.4,210.0,0.0,6.9,0.2,7.5
Secret de Mousse Citron (4 Pots) Offre Eco,FRA,Milk and dairy products,Dairy desserts,6.0,6.0,0.110236220472441,0.28,3.7,549.0,3.3,17.3,4.7,17.7
"Sveltesse, encas mangue-passion",FRA,Milk and dairy products,Dairy desserts,-1.0,-1.0,0.1,0.254,6.6,331.0,1.2,8.0,1.9,8.4
Riz au lait caramel beurre salé,BEL,Sugary snacks,Biscuits and cakes,6.0,6.0,0.14,0.3556,2.4,606.0,2.2,17.1,3.3,26.0
"Ferme et Fondant, Chocolat Noir (0,8 % MG) 4 Pots",FRA,Milk and dairy products,Dairy desserts,-3.0,-3.0,0.0866141732283465,0.22,3.7,298.0,0.5,9.1,0.8,10.8
Velours de Crème (Chocolat au lait) 4 Pots,FRA,Milk and dairy products,Dairy desserts,13.0,13.0,0.0708661417322835,0.18,5.2,981.0,8.9,21.4,13.6,22.5
Yaourts Pâtissiers (12 Pots),FRA,Milk and dairy products,Milk and yogurt,3.0,3.0,0.0567,0.14400000000000002,3.84,486.0,1.76,14.6,2.8,17.9
Secret de Mousse (Chocolat au lait) x 8  Format Familial,FRA,Milk and dairy products,Dairy desserts,7.0,7.0,0.078740157480315,0.2,4.6,755.0,4.7,21.9,7.1,23.5
Secret de Mousse Chocolat au Lait (4 Pots),FRA,Milk and dairy products,Dairy desserts,7.0,7.0,0.078740157480315,0.2,4.6,755.0,4.7,21.9,7.1,23.5
Secret de Mousse Chocolat Noir (4 Pots),FRA,Milk and dairy products,Dairy desserts,1.0,1.0,0.0748031496062992,0.19,5.2,637.0,2.9,20.1,4.3,21.4
Secret de Mousse Café Espresso (4 Pots),FRA,Milk and dairy products,Dairy desserts,8.0,8.0,0.0866141732283465,0.22,3.9,724.0,4.6,21.0,6.7,24.1
Secret de Mousse Caramel Beurre Salé,FRA,Milk and dairy products,Dairy desserts,8.0,8.0,0.11417322834645698,0.29,3.7,700.0,4.9,13.6,7.3,21.5
Crème dessert Craquante Saveur Vanille  ,FRA,Milk and dairy products,Dairy desserts,12.0,12.0,0.0393700787401575,0.1,3.2,884.0,8.7,16.7,13.5,18.9
MaronSui's,FRA,Milk and dairy products,Dairy desserts,15.0,15.0,0.01,0.0254,1.9,1080.0,7.3,29.6,11.0,37.4
"Le Yaourt à la Grecque, Nature",FRA,Milk and dairy products,Milk and yogurt,6.0,6.0,0.12,0.3048,3.1,443.0,5.7,3.5,8.6,3.6
Mousse de Viennois (8 Chocolat),FRA,Milk and dairy products,Dairy desserts,12.0,12.0,0.0437,0.111,3.67,792.0,7.22,17.3,10.8,19.2
Le Petit pot de crème au Caramel,FRA,Milk and dairy products,Dairy desserts,12.0,12.0,0.07,0.1778,4.6,871.0,6.4,20.7,10.8,23.1
Clafoutis aux Cerises (4 Pots),FRA,unknown,unknown,12.0,12.0,0.06,0.1524,5.1,935.0,5.6,23.8,9.7,28.8
"Yaourt au lait entier, sucré et aromatisé (Saveurs : Coco, Fraise des Bois, Vanille, Citron) 8 Pots ",FRA,Milk and dairy products,Milk and yogurt,3.0,3.0,0.049,0.12445999999999999,3.1,405.0,2.0,13.3,3.0,13.4
Semoule au lait (Saveur Vanille),FRA,Milk and dairy products,Dairy desserts,4.0,4.0,0.08,0.2032,2.9,509.0,2.4,12.6,3.7,18.9
Yaourt à la Grecque Nature,FRA,Milk and dairy products,Milk and yogurt,6.0,6.0,0.0590551181102362,0.15,3.2,464.0,6.4,4.3,9.1,4.3
Amandine aux Poires,FRA,Milk and dairy products,Dairy desserts,10.0,10.0,0.047244094488189003,0.12,4.9,971.0,3.5,29.5,7.8,34.8
"Recette de Framboise, Touche de Citron Vert (0 % MG) 4 Pots",FRA,Milk and dairy products,Milk and yogurt,0.0,0.0,0.11,0.2794,4.4,213.0,0.0,6.8,0.2,7.5
"Ferme et Fondant, Vanille Bourbon (0,9 % MG)",FRA,Milk and dairy products,Milk and yogurt,0.0,0.0,0.078740157480315,0.2,3.6,311.0,0.6,10.0,0.9,11.6
Velours de Crème (Saveur Vanille),FRA,Milk and dairy products,Dairy desserts,12.0,12.0,0.0669291338582677,0.17,4.5,827.0,7.7,17.0,11.5,18.9
"Le Petit Pot de Crème, Chocolat-Menthe (4 Pots)",FRA,Milk and dairy products,Dairy desserts,9.0,9.0,0.08,0.2032,4.4,768.0,6.5,16.8,10.3,17.4
Crème Caramel Cuite & Dorée au four (4 Pots),FRA,Milk and dairy products,Dairy desserts,4.0,4.0,0.078740157480315,0.2,4.5,540.0,1.1,19.5,2.6,21.5
Riz au lait saveur vanille,FRA,Sugary snacks,Biscuits and cakes,3.0,3.0,0.0393700787401575,0.1,2.8,527.0,1.9,13.2,2.8,21.8
After Eight,FRA,Milk and dairy products,Dairy desserts,11.0,11.0,0.0393700787401575,0.1,4.2,749.0,4.4,23.7,7.0,25.3
Crème brûlée avec son sachet d'Éclats de Caramel (4 Pots),FRA,Milk and dairy products,Dairy desserts,16.0,16.0,0.0354330708661417,0.09,4.4,1271.0,14.5,16.7,24.6,16.8
Velours de Crème (Caramel),FRA,Milk and dairy products,Dairy desserts,11.0,11.0,0.0393700787401575,0.1,2.8,928.0,6.6,18.0,11.0,27.9
Le Viennois Chocolat Saveur Noisette ,FRA,Milk and dairy products,Dairy desserts,9.0,9.0,0.0393700787401575,0.1,3.1,685.0,5.6,15.7,8.5,18.3
Far aux Pruneaux d'Agen (4 Pots) ,FRA,unknown,unknown,7.0,7.0,0.0393700787401575,0.1,4.6,882.0,3.2,26.4,5.9,33.9
"Ferme et Fondant Saveur Fraise des Bois (0 % MG, 0 % de Sucres ajoutés) 4 Pots",FRA,Milk and dairy products,Milk and yogurt,-2.0,-2.0,0.063,0.16002,4.6,174.0,0.0,4.2,0.1,4.6
Secret de Mousse Saveur Rocher Coco (4 Pots),FRA,Milk and dairy products,Dairy desserts,7.0,7.0,0.0748031496062992,0.19,3.2,629.0,5.5,15.5,7.0,17.5
"Le Petit Pot de Crème, Saveur Chocolat Noisette (4 Pots)",FRA,Milk and dairy products,Dairy desserts,12.0,12.0,0.09448818897637801,0.24,5.3,779.0,6.1,18.2,9.8,18.6
Le Viennois (Compote Pomme),FRA,Milk and dairy products,Dairy desserts,8.0,8.0,0.0196850393700787,0.05,1.0,645.0,4.4,19.9,6.8,21.5
Le Viennois (Compote Pomme Banane),FRA,Milk and dairy products,Dairy desserts,8.0,8.0,0.0196850393700787,0.05,1.0,649.0,4.4,19.9,6.9,21.5
Mousse de Viennois (4 Caramel),FRA,Milk and dairy products,Dairy desserts,11.0,11.0,0.0826771653543307,0.21,3.3,729.0,6.2,17.8,9.2,19.6
Velours de Crème (Caramel),FRA,Milk and dairy products,Dairy desserts,11.0,11.0,0.0393700787401575,0.1,2.8,929.0,6.6,18.0,11.0,27.9
Ferme & Fondant Nature (0 % MG) 8 Pots,FRA,Milk and dairy products,Milk and yogurt,-2.0,-2.0,0.062992125984252,0.16,4.6,172.0,0.0,4.3,0.1,4.6
Le Yaourt Nature (4 Pots),FRA,Milk and dairy products,Milk and yogurt,1.0,1.0,0.0590551181102362,0.15,3.9,283.0,2.2,4.7,3.3,4.8
"Ferme et Fondant, Saveur Vanille (0 % MG, 0 % de Sucres ajoutés) 8 Pots",FRA,Milk and dairy products,Milk and yogurt,-2.0,-2.0,0.062992125984252,0.16,4.6,176.0,0.0,4.2,0.1,4.6
"Le Yaourt, Saveur Vanille (8 Pots)",FRA,Milk and dairy products,Milk and yogurt,3.0,3.0,0.0492,0.12496800000000001,3.1,390.0,2.0,13.3,3.0,13.3
"Ferme et Fondant (0 % MG, 0 % de Sucres ajoutés) 12 Pots",FRA,Milk and dairy products,Milk and yogurt,-2.0,-2.0,0.06,0.1524,4.5,171.0,0.0,3.4,0.0,3.8
Le Petit Pot de Crème au Chocolat (4 Pots),FRA,Milk and dairy products,Dairy desserts,9.0,9.0,0.07,0.1778,4.3,776.0,6.5,16.6,10.3,18.1
Le Petit Pot de Crème au Chocolat (8 Pots) ,FRA,Milk and dairy products,Dairy desserts,9.0,9.0,0.07,0.1778,4.3,776.0,6.5,16.6,10.3,18.1
Mousse de Viennois (4 Chocolat),FRA,Milk and dairy products,Dairy desserts,12.0,12.0,0.0511811023622047,0.13,3.7,815.0,7.7,16.9,11.5,18.6
Mousse de Viennois (4 Café),FRA,Milk and dairy products,Dairy desserts,11.0,11.0,0.078740157480315,0.2,3.2,707.0,6.7,14.5,10.0,16.5
La Mousse Lait,FRA,Milk and dairy products,Dairy desserts,6.0,6.0,0.0669291338582677,0.17,4.7,655.0,3.6,20.7,5.5,21.3
"Crème Caramel, Cuite & Dorée au four (4 Pots)",FRA,Milk and dairy products,Dairy desserts,4.0,4.0,0.07,0.1778,4.4,552.0,1.1,20.3,2.6,22.3
"St Hubert 41 (Doux, Léger & tendre), (38 % MG)",FRA,Fat and sauces,Fats,16.0,13.0,0.2,0.508,1.5,1548.0,18.5,2.5,38.0,5.6
"St Hubert 41 (Sel de Mer, Léger & tendre), (38 % MG) ",FRA,Fat and sauces,Fats,21.0,18.0,0.7,1.778,1.5,1525.0,18.5,2.5,38.0,5.6
"Galettes, tout au beurre",FRA,Sugary snacks,Biscuits and cakes,21.0,21.0,0.354,0.8991600000000001,7.0,1975.0,11.0,25.0,16.0,74.0
Sablé de Retz le Véritable,FRA,Sugary snacks,Biscuits and cakes,15.0,15.0,0.3,0.762,7.0,1937.0,8.0,24.0,16.0,71.0
Roudor,FRA,Sugary snacks,Biscuits and cakes,25.0,25.0,0.5,1.27,6.0,2146.0,17.0,24.0,27.0,61.0
Savaroises au chocolat,FRA,Sugary snacks,Biscuits and cakes,20.0,20.0,0.12992125984252,0.33,4.9,1986.0,17.0,34.0,27.0,52.0
Rillettes du Mans La Véritable (Format Familial),FRA,Fish Meat Eggs,Processed meat,19.0,19.0,0.44488188976377896,1.13,16.2,1781.0,15.2,0.2,40.5,0.4
Rillettes de Porc Braisé en cocotte (+ 10 % Gratuit),FRA,Fish Meat Eggs,Processed meat,24.0,24.0,1.3,3.302,18.0,1475.0,12.9,0.8,31.5,0.9
Rillettes du Mans La Véritable,FRA,Fish Meat Eggs,Processed meat,19.0,19.0,0.44488188976377896,1.13,16.2,1781.0,15.2,0.2,40.5,0.4
Rillettes de Poulet Rôti en Cocotte (+ 10 % Gratuit),FRA,Fish Meat Eggs,Processed meat,17.0,17.0,0.393700787401575,1.0,16.8,1367.0,9.2,0.5,29.0,0.5
Olives vertes entières,ESP,unknown,unknown,13.0,13.0,1.27952755905512,3.25,0.9,645.0,3.0,0.0,16.1,0.0
Sticks et Bretzels Ancel,FRA,Salty snacks,Appetizers,14.0,14.0,0.9840000000000001,2.49936,10.0,1436.0,0.4,1.8,4.1,64.0
Croc'Balls,FRA,Salty snacks,Appetizers,14.0,14.0,2.5,6.35,10.0,1478.0,0.6,1.7,5.5,63.0
Mug Cake Moelleux au chocolat au lait,FRA,unknown,unknown,13.0,13.0,0.18897637795275601,0.48,6.1,274.0,2.1,41.0,3.1,55.0
Sticks & Bretzels d'Alsace L'Original,FRA,Salty snacks,Appetizers,14.0,14.0,1.6535433070866101,4.2,10.0,1451.0,0.4,1.9,4.1,65.0
Mes 5 Gâteaux,FRA,unknown,unknown,15.0,15.0,0.303149606299213,0.77,6.9,1523.0,0.1,38.0,0.5,81.0
Ancel Mug Cake Moelleux au Citron Mon Gâteau Minute,FRA,unknown,unknown,21.0,21.0,0.0984251968503937,0.25,5.4,1608.0,11.0,28.0,20.0,44.0
Les Mini Toasts Nature,FRA,Cereals and potatoes,Bread,3.0,3.0,0.531,1.34874,7.5,1268.0,0.8,5.5,6.5,52.0
Crousti Moelleux Complet,FRA,Cereals and potatoes,Bread,-1.0,-1.0,0.452755905511811,1.15,9.0,1076.0,0.4,7.0,4.0,43.0
6 Pains Pitas,FRA,Cereals and potatoes,Bread,0.0,0.0,0.492125984251969,1.25,8.0,1081.0,0.2,4.0,1.0,52.0
Maxi Jac' sans sucres ajoutés,FRA,Cereals and potatoes,Bread,-3.0,-3.0,0.433070866141732,1.1,9.9,1052.0,0.3,3.8,3.5,42.0
Pain Burger Géant,FRA,Cereals and potatoes,Bread,1.0,1.0,0.425196850393701,1.08,9.0,1217.0,0.9,5.8,5.8,49.0
Carrément Mie à Rouler Nature sans croûte,FRA,Cereals and potatoes,Bread,2.0,2.0,0.433070866141732,1.1,8.0,1130.0,0.3,9.0,3.0,51.0
Pois chiches,FRA,Cereals and potatoes,Legumes,0.0,0.0,0.307086614173228,0.78,6.6,472.0,0.3,0.5,1.8,13.6
Betteraves rouges en dés assaisonnées,FRA,Fruits and vegetables,Vegetables,-5.0,-5.0,0.23622047244094502,0.6,3.9,173.0,0.1,4.5,0.5,4.9
Lentilles Vertes,FRA,Fruits and vegetables,Vegetables,-11.0,-11.0,0.0236,0.059944000000000004,24.0,1399.0,0.2,1.0,1.2,50.4
Burger' Cheddar & Emmental 12 Tranches (17 % MG),FRA,Milk and dairy products,Cheese,22.0,17.0,0.9448818897637801,2.4,13.5,935.0,12.0,4.5,17.0,4.5
"Extrême Sorbet Fraise, Cassis, Framboise",FRA,Milk and dairy products,Ice cream,5.0,5.0,0.03,0.0762,1.0,575.0,2.3,17.6,3.4,24.5
Extrême Café,FRA,Milk and dairy products,Ice cream,8.0,8.0,0.05,0.127,1.8,733.0,5.5,17.3,7.7,24.2
eXtrême Menthe Chocolat,FRA,Milk and dairy products,Ice cream,10.0,10.0,0.04,0.1016,1.9,755.0,6.1,16.8,8.5,23.2
Moussaka à la grecque,FRA,Composite foods,One-dish meals,2.0,2.0,0.31,0.7874,5.6,567.0,2.3,4.1,9.3,7.1
Fraîch'Up Poulet sauce BBQ (nouvelle recette) ,FRA,unknown,unknown,3.0,3.0,0.47244094488189003,1.2,11.6,930.0,2.1,5.8,6.7,27.9
"Activia Recette au fromage blanc (2,9 % MG) Saveur Vanille",FRA,Milk and dairy products,Milk and yogurt,1.0,1.0,0.0393700787401575,0.1,5.0,424.0,2.0,13.1,2.9,13.6
Gervais Le petit Suisse,FRA,Milk and dairy products,Dairy desserts,2.0,2.0,0.031496062992126,0.08,9.3,586.0,6.7,4.5,9.5,4.5
Yaourt nature sucré,FRA,Milk and dairy products,Milk and yogurt,0.0,0.0,0.0472,0.12,3.52,302.0,0.64,12.0,1.04,12.0
"Gervais Fraise, Abricot Framboise",FRA,Milk and dairy products,Cheese,0.0,0.0,0.04,0.102,6.6,404.0,1.4,12.2,2.0,12.6
Actimel + (10 Bouteilles + 2 Gratuites),BEL,Milk and dairy products,Milk and yogurt,2.0,2.0,0.04,0.1016,2.8,299.0,1.1,10.5,1.6,10.5
Actimel + (0 % MG) 10 Bouteilles + 2 Gratuites,BEL,Milk and dairy products,Milk and yogurt,-1.0,-1.0,0.04,0.1016,2.8,121.0,0.03,3.3,0.1,3.3
Danette (Saveur Vanille),FRA,Milk and dairy products,Dairy desserts,4.0,4.0,0.0511811023622047,0.13,3.0,453.0,2.0,14.4,3.0,17.1
Danette Noir Extra,FRA,Milk and dairy products,Dairy desserts,4.0,4.0,0.0748031496062992,0.19,3.7,535.0,2.3,16.5,3.7,19.0
Danette (chocolat et lait),FRA,Milk and dairy products,Dairy desserts,4.0,4.0,0.0511811023622047,0.13,3.5,547.0,2.9,17.1,4.3,19.2
"Activia Recette au Fromage Blanc (2,9 % MG) Pêche ",FRA,Milk and dairy products,Milk and yogurt,1.0,1.0,0.04,0.1016,5.1,428.0,2.0,12.7,2.9,13.6
Velouté (Nature) 16 Pots,FRA,Milk and dairy products,Milk and yogurt,0.0,0.0,0.06,0.1524,4.5,318.0,1.8,6.6,3.5,6.6
Danette (saveur vanille sur lit au caramel),FRA,Milk and dairy products,Dairy desserts,5.0,5.0,0.0511811023622047,0.13,2.8,538.0,2.0,18.9,3.0,22.3
"Velouté Fruix (Fraise, Framboise, Pêche, Abricot) Prix Choc",FRA,Milk and dairy products,Milk and yogurt,2.0,2.0,0.047244094488189003,0.12,3.6,402.0,2.0,13.3,2.9,13.7
Danette Crousti 3 Choco Vanille,FRA,Milk and dairy products,Dairy desserts,4.0,4.0,0.06,0.1524,3.5,580.0,2.8,17.3,4.3,21.1
"Gervais (Saveurs : Fraise, Banane, Pêche, Framboise, Abricot) 18 Pots",FRA,Milk and dairy products,Cheese,1.0,1.0,0.0354330708661417,0.09,6.2,396.0,1.5,11.9,2.2,12.3
Jockey 8 Pots,FRA,Milk and dairy products,Dairy desserts,-2.0,-2.0,0.0433070866141732,0.11,6.9,303.0,2.1,4.4,3.0,4.4
Lait fermenté à boire sucré,BEL,unknown,unknown,2.0,2.0,0.0393700787401575,0.1,2.8,299.0,1.1,10.5,1.6,10.5
Danette noir extra,FRA,Milk and dairy products,Dairy desserts,4.0,4.0,0.0748031496062992,0.19,3.7,535.0,2.3,16.5,3.7,19.0
Taillefine Nature (0 % MG) Recette au Fromage Blanc,FRA,Milk and dairy products,Cheese,-4.0,-4.0,0.05,0.127,7.3,204.0,0.06,4.5,0.1,4.5
Danette (Saveur Chocolat-Noisette),FRA,Milk and dairy products,Dairy desserts,5.0,5.0,0.0551181102362205,0.14,3.3,562.0,2.8,18.2,4.2,20.4
Danette (Saveur Chocolat-Noisette),FRA,Milk and dairy products,Dairy desserts,5.0,5.0,0.04,0.1016,3.3,562.0,2.8,18.2,4.2,20.4
Danette (Chocolat),FRA,Milk and dairy products,Dairy desserts,2.0,2.0,0.06,0.1524,3.3,515.0,2.0,17.6,3.0,20.0
"Gervais Petit Frais (3,9 % MG)",FRA,Milk and dairy products,Dairy desserts,-2.0,-2.0,0.03,0.0762,9.1,364.0,2.7,3.8,3.9,3.8
Danette Crousti 3 Choco Chocolat,FRA,Milk and dairy products,Dairy desserts,4.0,4.0,0.06,0.1524,4.0,624.0,2.4,20.8,3.7,24.2
Jockey Avec du bon lait entier (8 % MG),FRA,Milk and dairy products,Dairy desserts,3.0,3.0,0.0393700787401575,0.1,6.3,475.0,5.6,4.2,8.0,4.2
Jockey Onctueux et Doux,FRA,Milk and dairy products,Cheese,-2.0,-2.0,0.0433070866141732,0.11,6.9,303.0,2.1,4.4,3.0,4.4
Activia Eclats de Noix Céréale,FRA,Milk and dairy products,Milk and yogurt,0.0,0.0,0.05,0.127,3.6,486.0,2.3,13.1,4.4,14.3
Activia (Saveur Vanille) 12 pots + 4 Gratuits,FRA,Milk and dairy products,Milk and yogurt,2.0,2.0,0.0511811023622047,0.13,3.6,399.0,2.0,13.1,3.1,13.1
Activia (Nature) 12 pots + 4 Gratuits,FRA,Milk and dairy products,Milk and yogurt,0.0,0.0,0.0511811023622047,0.13,3.4,258.0,2.2,4.4,3.4,4.4
Danette (Saveur Vanille) ,FRA,Milk and dairy products,Dairy desserts,4.0,4.0,0.0551181102362205,0.14,3.0,453.0,2.0,14.5,3.0,17.1
Le Yoghourt (Nature) 12 Pots,FRA,Milk and dairy products,Milk and yogurt,-1.0,-1.0,0.05,0.127,3.7,217.0,0.6,6.9,1.0,6.9
Le Yoghourt (Nature) 16 Pots,FRA,Milk and dairy products,Milk and yogurt,-1.0,-1.0,0.05,0.127,3.7,217.0,0.6,6.9,1.0,6.9
Le Yoghourt (Nature) 4 Pots,FRA,Milk and dairy products,Milk and yogurt,-1.0,-1.0,0.05,0.127,3.7,217.0,0.6,6.9,1.0,6.9
"Gervais (Fraise, Framboise, Abricot, Pêche, Banane) - (2 % MG) 18 Pots",FRA,Milk and dairy products,Cheese,0.0,0.0,0.03,0.0762,6.6,400.0,1.4,12.1,2.0,12.5
Activia Fruits (Ananas),FRA,Milk and dairy products,Milk and yogurt,3.0,3.0,0.06,0.1524,3.5,397.0,2.2,12.6,3.2,12.9
